 Base_Id,Budget_Fiscal_Year,Fiscal_Period,Payment Date,Cabinet_Secretariat,Department,Appropriation_Type,Appropriation,Object_Class,Object_Code,Encumbrance ID,Zip_Code,Amount,Fund,Fund_Code,Appropriation_Code,Object,Department_Code,Vendor,Vendor_Id,Payment ID,Payment_Method,State,City,Create_Date,   Base_Id,       Base_Id,    Base_Id,      Base_Id
,2023,5,2022-11-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,3973.32,GENERAL FUND,0010,40000601,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1007051053171630,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533515062.0,
,2023,5,2022-11-25T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,162.0,GENERAL FUND,0010,40000880,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007051053185170,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533515046.0,
,2023,5,2022-11-04T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,897.0,GENERAL FUND,0010,40000700,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007021052955980,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533513305.0,
,2023,12,2023-06-12T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000430) COMMONHEALTH SUPPLEMENTAL CARE FOR,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,55.51,GENERAL FUND,0010,40000430,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF1007331055305530,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533510521.0,
,2023,1,2022-08-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,23.41,GENERAL FUND,0010,40000940,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF1006881051879470,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533506172.0,
,2023,1,2022-08-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,24584.51,GENERAL FUND,0010,40000940,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1006881051888710,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533504853.0,
,2023,5,2022-11-17T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,74.0,GENERAL FUND,0010,40000940,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007041053108950,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533503874.0,
,2023,5,2022-11-18T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,29052.58,GENERAL FUND,0010,40000601,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007041053098060,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533503840.0,
,2023,5,2022-11-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000990) CHILDREN'S MEDICAL SECURITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,254.67,GENERAL FUND,0010,40000990,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007051053172680,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533497202.0,
,2023,2,2022-09-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02121,1687.99,GENERAL FUND,0010,40000700,R10,EHS,HARVARD NEIGHBORHOOD PHARMACY INC,UNASSIGNED,INTF1006931052292850,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533495629.0,
,2023,2,2022-08-19T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,39106.99,GENERAL FUND,0010,40000700,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF7006698000137010,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533495428.0,
,2023,9,2023-04-03T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02459,4265.94,GENERAL FUND,0010,40000700,R10,EHS,NEIGHBORHOOD HOME HLTH CARE INC,UNASSIGNED,INTF1007231054593850,EFT,MA,NEWTON,2026-02-13T13:38:24.000,,,533492695.0,
,2023,9,2023-03-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,79293.03,GENERAL FUND,0010,40000940,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007221054474460,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533492593.0,
,2023,9,2023-03-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40001400) MASSHEALTH HIV EXPANSION,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,452.0,GENERAL FUND,0010,40001400,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007221054474460,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533492578.0,
,2023,10,2023-04-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,30451.45,GENERAL FUND,0010,40000700,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1007261054779690,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533481214.0,
,2023,9,2023-03-20T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,17729.37,GENERAL FUND,0010,40000601,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007211054396670,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533480628.0,
,2023,8,2023-03-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,1752.53,GENERAL FUND,0010,40000880,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1007191054239930,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533480417.0,
,2023,9,2023-03-31T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,375.0,GENERAL FUND,0010,40000700,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007231054563520,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533477031.0,
,2023,11,2023-05-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,482504.14,GENERAL FUND,0010,40000700,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF2007825000062870,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533473115.0,
,2023,10,2023-05-01T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,3581.79,GENERAL FUND,0010,40000500,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007271054860370,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533472704.0,
,2023,9,2023-03-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,143306.16,GENERAL FUND,0010,40000500,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007221054474460,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533466208.0,
,2023,8,2023-02-21T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,1171.46,GENERAL FUND,0010,40000880,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007171054081430,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533465663.0,
,2023,7,2023-01-30T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01609,1754.0,GENERAL FUND,0010,40000601,R10,EHS,NEIGHBORHOOD DENTAL GROUP PC,UNASSIGNED,INTF1007141053888720,EFT,MA,WORCESTER,2026-02-13T13:38:24.000,,,533465365.0,
,2023,7,2023-01-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01609,1525.0,GENERAL FUND,0010,40000700,R10,EHS,NEIGHBORHOOD DENTAL GROUP PC,UNASSIGNED,INTF1007111053663430,EFT,MA,WORCESTER,2026-02-13T13:38:24.000,,,533465075.0,
,2023,7,2023-01-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02121,24.6,GENERAL FUND,0010,40000500,R10,EHS,HARVARD NEIGHBORHOOD PHARMACY INC,UNASSIGNED,INTF1007111053650850,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533465044.0,
,2023,6,2022-12-20T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(3TN) TRUSTS,(44025011) MUNICIPAL MEDICAID,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02122,20896.83,AGENCY FUND,0600,44025011,R10,EHS,NEIGHBORHOOD HOUSE,CHARTER SCHOOL,INTF6032947000502430,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533464793.0,
,2023,5,2022-12-02T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01420,230.62,GENERAL FUND,0010,40000880,R10,EHS,NEIGHBORHOOD PEDIATRICS PC,UNASSIGNED,INTF1007061053261750,EFT,MA,FITCHBURG,2026-02-13T13:38:24.000,,,533464497.0,
,2023,5,2022-11-28T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000875) CERVICAL/BREAST CANCER BENEFITS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,69.78,GENERAL FUND,0010,40000875,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF1007051053162130,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533464439.0,
,2023,3,2022-09-26T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01420,4613.24,GENERAL FUND,0010,40000500,R10,EHS,NEIGHBORHOOD PEDIATRICS PC,UNASSIGNED,INTF1006961052505810,EFT,MA,FITCHBURG,2026-02-13T13:38:24.000,,,533462774.0,
,2023,2,2022-08-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,19232.68,GENERAL FUND,0010,40000940,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF1006911052107310,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533461975.0,
,2023,5,2022-11-17T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,660.0,GENERAL FUND,0010,40000700,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007041053108950,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533461188.0,
,2023,3,2022-09-19T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,27375.94,GENERAL FUND,0010,40000700,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1006951052418600,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533460272.0,
,2023,2,2022-09-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000430) COMMONHEALTH SUPPLEMENTAL CARE FOR,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02121,14.8,GENERAL FUND,0010,40000430,R10,EHS,HARVARD NEIGHBORHOOD PHARMACY INC,UNASSIGNED,INTF1006931052292850,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533460032.0,
,2023,7,2023-01-23T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02121,1485.09,GENERAL FUND,0010,40000940,R10,EHS,HARVARD NEIGHBORHOOD PHARMACY INC,UNASSIGNED,INTF1007131053800890,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533454324.0,
,2023,2,2022-08-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000940) ACA EXPANSION POPULATIONS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01609,1627.0,GENERAL FUND,0010,40000940,R10,EHS,NEIGHBORHOOD DENTAL GROUP PC,UNASSIGNED,INTF1006901052079460,EFT,MA,WORCESTER,2026-02-13T13:38:24.000,,,533454059.0,
,2023,12,2023-06-30T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02360,137.0,GENERAL FUND,0010,40000880,R10,EHS,"PAUL F MIRAGLIA D.D.S., P.C.",UNASSIGNED,INTF1007361055538730,AD,MA,PLYMOUTH,2026-02-13T13:38:24.000,,,533446549.0,
,2023,11,2023-05-22T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,3768.87,GENERAL FUND,0010,40000500,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1007301055087370,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533445255.0,
,2023,4,2022-10-31T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,1697.1,GENERAL FUND,0010,40000880,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1007011052868580,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533434209.0,
,2023,9,2023-03-20T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000500) MANAGED CARE PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02128,1782.36,GENERAL FUND,0010,40000500,R10,EHS,EAST BOSTON NEIGHBORHOOD HEALTH CENTER,RITA M. LOMBARDI,INTF1007211054385870,EFT,MA,EAST BOSTON,2026-02-13T13:38:24.000,,,533434022.0,
,2023,3,2022-09-26T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000875) CERVICAL/BREAST CANCER BENEFITS,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02301,452.0,GENERAL FUND,0010,40000875,R10,EHS,BROCKTON NEIGHBORHOOD HLTH CTR,UNASSIGNED,INTF1006961052493830,EFT,MA,BROCKTON,2026-02-13T13:38:24.000,,,533433195.0,
,2023,8,2023-02-27T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01420,173.9,GENERAL FUND,0010,40000700,R10,EHS,NEIGHBORHOOD PEDIATRICS PC,UNASSIGNED,INTF1007181054174300,EFT,MA,FITCHBURG,2026-02-13T13:38:24.000,,,533433181.0,
,2023,2,2022-09-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000880) MASSHEALTH - FAMILY ASSISTANCE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01420,254.86,GENERAL FUND,0010,40000880,R10,EHS,NEIGHBORHOOD PEDIATRICS PC,UNASSIGNED,INTF1006931052279300,EFT,MA,FITCHBURG,2026-02-13T13:38:24.000,,,533432716.0,
,2023,4,2022-10-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000700) INDEMNITY / THIRD PARTY LIABILITY PLAN,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02121,1096.22,GENERAL FUND,0010,40000700,R10,EHS,HARVARD NEIGHBORHOOD PHARMACY INC,UNASSIGNED,INTF1007001052818530,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533428942.0,
,2023,4,2022-10-24T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02124,2242.14,GENERAL FUND,0010,40000601,R10,EHS,HARVARD STREET NEIGHBORHOOD,HEALTH CENTER,INTF1007001052793090,EFT,MA,DORCHESTER,2026-02-13T13:38:24.000,,,533428889.0,
,2023,2,2022-09-06T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000430) COMMONHEALTH SUPPLEMENTAL CARE FOR,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,01609,148.0,GENERAL FUND,0010,40000430,R10,EHS,NEIGHBORHOOD DENTAL GROUP PC,UNASSIGNED,INTF1006931052305900,EFT,MA,WORCESTER,2026-02-13T13:38:24.000,,,533428191.0,
,2023,11,2023-05-15T00:00:00.000,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EXECUTIVE OFFICE OF HEALTH AND HUMAN SERVICES (EHS),(1CS) DIRECT APPROPRIATIONS/SUBSIDIARIZED,(40000601) MASSHEALTH SENIOR CARE,(RR) BENEFIT PROGRAMS,(R10) MEDICAID,UNASSIGNED,02459,11535.45,GENERAL FUND,0010,40000601,R10,EHS,NEIGHBORHOOD HOME HLTH CARE INC,UNASSIGNED,INTF1007291055052980,EFT,MA,NEWTON,2026-02-13T13:38:24.000,,,533406108.0,
